index,daya_baterai,bluetooth,kecepatan_clock,dual_sim,kamera_depan,four_g,memori_internal,tebal_hp,berat_hp,jumlah_prosesor,kamera_belakang_mp,px_panjang,px_lebar,kapasitas_ram,panjang_layar,lebar_layar,waktu_telfon,three_g,touch_screen,wifi,price_range
1540,1994,1,0.7,0,5,Tidak,5,0.4,189,2,7,86,1546,1836,,11,18,1,0,0,2000k-3000k
1697,1152,1,2.1,1,0,Ya,26,0.3,82,2,0,1304,1673,3284,15.0,2,8,1,0,1,>3000k
1213,1177,0,0.9,0,1,Tidak,11,1.0,181,4,7,945,1923,1887,8.0,5,11,1,1,1,1000k-<2000k
528,1671,0,0.6,1,7,Ya,61,0.1,129,2,11,263,848,2336,10.0,4,7,1,0,0,2000k-3000k
1920,591,1,0.5,1,1,Ya,16,0.9,90,6,17,892,1603,3746,5.0,0,5,1,1,0,>3000k
656,1583,1,2.1,1,11,Tidak,14,0.7,148,7,16,942,1651,1704,17.0,13,2,1,0,1,2000k-3000k
897,1549,1,0.5,0,4,Tidak,8,0.4,158,5,7,721,1514,1998,,7,15,1,1,0,2000k-3000k
418,1483,0,2.1,0,1,Ya,54,0.2,176,7,2,531,758,1851,15.0,13,2,1,1,0,1000k-<2000k
1799,1250,1,,0,14,Ya,20,0.4,167,5,18,11,1020,3314,6.0,5,6,1,1,1,2000k-3000k
858,1878,1,0.5,0,9,Tidak,29,0.6,85,8,19,210,1026,1334,18.0,7,2,0,0,0,1000k-<2000k
1323,712,0,0.5,0,6,Tidak,27,0.5,86,2,11,1245,1309,2001,11.0,10,12,1,1,1,1000k-<2000k
359,1960,1,2.3,1,1,Ya,61,0.3,86,7,3,205,1299,3865,10.0,7,11,1,0,0,>3000k
1601,1254,1,1.2,0,2,Ya,27,0.2,134,2,10,1288,1372,817,14.0,1,16,1,1,1,0-<1000k
267,1054,0,1.1,1,10,Ya,38,0.4,136,6,12,1097,1222,1675,18.0,4,14,1,1,1,1000k-<2000k
844,1986,0,0.5,0,7,Tidak,51,0.4,95,3,9,342,774,3165,5.0,0,13,1,0,0,>3000k
1380,1811,0,2.9,0,0,Tidak,33,0.2,132,8,2,1099,1553,2610,8.0,3,13,1,1,0,>3000k
879,906,0,2.1,1,7,Tidak,18,0.1,136,2,11,1102,1793,3412,13.0,8,16,1,0,0,>3000k
590,612,1,0.7,0,6,Tidak,35,0.6,181,5,12,1294,1337,3169,14.0,9,6,0,0,0,2000k-3000k
725,1981,1,1.9,1,13,Tidak,45,0.3,175,6,18,193,1234,1380,10.0,1,13,0,1,0,1000k-<2000k
826,1788,1,0.5,1,15,Ya,2,0.3,150,6,20,472,1073,2655,,2,4,1,0,1,2000k-3000k
994,818,0,1.3,0,14,Tidak,43,0.9,177,6,15,111,510,546,,6,7,1,1,1,0-<1000k
1448,1392,0,2.5,0,0,Ya,44,0.7,113,4,2,482,1098,1280,8.0,1,16,1,0,1,1000k-<2000k
472,1077,0,2.5,1,0,Ya,45,1.0,174,3,4,897,1304,1965,6.0,2,6,1,1,0,1000k-<2000k
1628,999,0,2.6,1,11,Ya,56,1.0,165,4,13,342,1641,3083,8.0,4,11,1,1,1,2000k-3000k
131,1790,0,2.5,1,9,Tidak,2,0.1,184,1,14,622,792,1366,7.0,0,20,1,1,1,1000k-<2000k
15,775,0,1.0,0,3,Tidak,46,0.7,159,2,16,862,1864,568,17.0,15,11,1,1,1,0-<1000k
439,1469,0,2.1,0,0,Tidak,8,0.7,123,7,0,398,1133,1052,8.0,1,3,0,1,0,0-<1000k
1974,915,1,0.5,1,9,Ya,33,0.3,199,2,16,503,986,2156,7.0,3,13,1,1,0,1000k-<2000k
1410,856,0,1.9,1,0,Ya,14,0.6,115,1,7,395,1027,2439,6.0,3,12,1,1,1,1000k-<2000k
1886,1082,0,2.3,1,11,Tidak,2,1.0,101,4,20,398,724,2177,,2,17,0,1,0,1000k-<2000k
476,1588,0,0.5,0,0,Ya,61,0.8,159,1,13,1064,1594,3272,18.0,0,17,1,1,0,>3000k
1027,502,0,,1,7,Tidak,37,0.2,199,2,12,705,1810,1649,6.0,1,14,0,1,0,1000k-<2000k
1749,1485,1,0.9,1,0,Ya,28,0.8,158,5,1,371,1023,3241,14.0,11,11,1,1,0,>3000k
904,1062,0,,0,3,Tidak,45,0.2,151,3,4,798,1435,911,14.0,2,9,0,0,0,0-<1000k
1275,1733,1,,1,4,Ya,6,0.9,170,1,15,590,997,3488,6.0,4,10,1,1,1,>3000k
728,1945,0,1.6,0,4,Tidak,21,0.7,113,3,10,280,895,3015,6.0,1,15,0,0,0,>3000k
853,1195,1,1.1,1,2,Ya,8,0.9,80,6,6,327,1001,643,14.0,2,19,1,0,0,0-<1000k
1354,1998,1,1.2,0,8,Tidak,31,0.6,196,8,19,50,1356,2311,17.0,9,18,1,1,0,2000k-3000k
1237,1558,1,2.5,0,2,Ya,32,0.1,114,5,3,322,1385,878,16.0,5,17,1,1,1,0-<1000k
693,986,1,,0,1,Ya,23,0.8,183,8,3,471,800,2385,16.0,9,19,1,0,0,1000k-<2000k
914,694,1,1.8,1,15,Tidak,36,0.4,193,4,20,983,1230,3676,,8,5,1,0,1,>3000k
1683,1083,1,2.0,0,3,Tidak,41,0.7,158,5,5,937,1164,1543,18.0,3,10,0,0,1,1000k-<2000k
1668,962,0,1.0,1,14,Tidak,2,0.9,125,1,20,1618,1916,1491,16.0,2,14,1,0,0,1000k-<2000k
703,1413,0,0.5,1,4,Ya,39,0.1,185,5,12,1039,1318,3878,19.0,16,4,1,0,0,>3000k
103,1939,1,2.8,1,0,Ya,55,0.6,199,4,10,320,520,1047,14.0,10,18,1,1,0,0-<1000k
1638,667,0,2.6,1,3,Tidak,8,0.8,185,1,7,1015,1947,2528,11.0,8,8,0,1,0,2000k-3000k
60,1484,0,3.0,0,3,Tidak,12,0.6,134,3,5,916,969,1457,14.0,4,20,1,1,0,1000k-<2000k
784,1892,1,0.7,0,5,Tidak,47,0.4,110,4,10,1399,1564,2172,17.0,14,3,1,1,1,2000k-3000k
1084,1836,0,1.1,1,0,Tidak,14,0.7,104,5,1,168,1068,2469,18.0,6,7,1,1,1,2000k-3000k
969,1345,1,3.0,0,7,Ya,38,0.1,162,3,11,512,1465,1322,9.0,2,15,1,0,0,1000k-<2000k
1520,1883,0,1.6,0,9,Tidak,24,0.1,87,1,16,203,915,3563,17.0,10,3,0,0,0,>3000k
78,1199,1,2.5,1,15,Ya,16,0.2,116,4,20,1168,1552,3448,17.0,13,10,1,0,1,>3000k
1956,555,1,0.5,1,2,Tidak,17,0.2,163,5,12,956,1010,343,19.0,14,3,0,1,1,0-<1000k
391,1036,1,2.4,0,0,Tidak,39,0.2,119,7,3,373,926,2101,10.0,7,2,0,1,0,1000k-<2000k
165,517,0,1.4,1,3,Ya,33,0.8,183,4,8,660,974,3704,17.0,16,11,1,0,1,>3000k
1351,1885,0,2.4,1,12,Ya,14,0.6,92,4,15,1406,1517,1277,9.0,6,16,1,0,1,1000k-<2000k
1187,1300,1,0.5,0,5,Tidak,62,0.1,156,6,7,219,1037,874,15.0,3,10,1,1,0,0-<1000k
985,1068,0,0.7,1,9,Tidak,51,0.5,124,4,15,1405,1910,550,,8,6,1,1,0,0-<1000k
1382,1420,0,2.8,1,1,Tidak,50,0.1,100,8,8,194,1393,763,17.0,1,17,0,1,1,0-<1000k
1577,999,0,1.7,0,6,Tidak,49,0.6,132,1,17,608,1970,1598,7.0,0,8,0,1,0,1000k-<2000k
907,1800,1,3.0,0,5,Tidak,53,0.3,87,1,12,191,1108,656,14.0,10,18,0,0,1,0-<1000k
1822,877,0,,1,0,Ya,17,0.1,195,7,0,1064,1985,2004,11.0,8,9,1,1,1,1000k-<2000k
349,635,1,0.5,1,2,Tidak,42,0.4,149,3,4,300,1059,2973,,5,18,0,0,1,2000k-3000k
185,1380,1,2.1,1,1,Ya,4,0.8,92,3,13,420,500,797,13.0,2,15,1,1,0,0-<1000k
1853,1702,1,0.5,1,8,Tidak,2,0.6,185,6,19,921,1351,435,,9,3,0,1,1,0-<1000k
371,1011,0,1.1,0,4,Ya,36,0.2,131,7,18,481,749,2261,7.0,6,16,1,1,1,1000k-<2000k
117,1084,1,2.6,0,3,Ya,40,0.9,107,3,11,322,771,1945,15.0,4,10,1,1,0,1000k-<2000k
1762,808,1,0.5,1,3,Tidak,46,0.5,105,8,15,119,529,1082,15.0,5,10,1,0,1,0-<1000k
1116,1224,1,1.8,1,2,Ya,44,0.2,139,2,9,622,709,621,11.0,4,14,1,1,1,0-<1000k
507,512,1,0.5,1,7,Tidak,15,0.9,83,3,15,249,1849,2610,18.0,14,15,0,1,1,2000k-3000k
1311,643,1,0.7,1,3,Ya,23,0.8,156,1,9,314,1400,2096,13.0,6,2,1,0,0,1000k-<2000k
395,1896,0,0.5,1,8,Ya,7,0.4,141,2,13,447,794,3684,9.0,7,18,1,0,0,>3000k
625,501,0,2.3,0,12,Ya,54,0.3,131,4,19,504,1089,2346,13.0,12,2,1,0,1,1000k-<2000k
695,560,1,2.0,1,6,Ya,57,0.3,81,3,12,80,1327,2167,11.0,10,7,1,0,1,1000k-<2000k
1516,1081,1,1.9,1,13,Ya,42,0.1,101,7,17,83,816,2456,7.0,4,7,1,0,0,1000k-<2000k
761,558,1,2.8,0,1,Ya,49,0.8,142,5,4,997,1605,392,10.0,5,8,1,1,1,0-<1000k
1103,1375,1,1.3,1,2,Tidak,12,0.1,105,1,13,898,1687,2890,17.0,1,12,0,0,0,>3000k
263,767,0,,0,4,Tidak,28,0.7,175,4,10,344,1517,527,10.0,0,15,0,1,0,0-<1000k
1803,1445,0,2.2,1,2,Tidak,37,0.4,82,2,6,527,1393,3480,17.0,16,17,1,1,1,>3000k
846,1489,0,2.4,1,8,Tidak,32,0.6,200,1,16,172,812,776,7.0,6,8,0,0,0,0-<1000k
783,1067,0,1.8,1,11,Tidak,14,0.2,146,1,15,965,1009,966,5.0,0,13,0,0,1,0-<1000k
1696,1890,0,1.1,0,4,Ya,48,0.5,127,4,5,1438,1832,2392,10.0,4,15,1,0,1,>3000k
1728,1065,0,2.8,1,0,Ya,21,0.1,158,5,3,760,1722,1193,16.0,13,20,1,0,1,1000k-<2000k
1913,1969,0,1.2,1,9,Tidak,63,0.2,132,4,11,390,756,298,10.0,1,10,1,1,0,0-<1000k
771,550,1,0.5,0,16,Ya,23,0.1,145,2,17,486,1930,302,18.0,5,8,1,0,0,0-<1000k
1629,1232,0,1.2,0,12,Tidak,30,0.9,131,6,14,625,761,1656,8.0,4,15,1,1,1,1000k-<2000k
51,1760,0,1.4,1,5,Tidak,63,0.8,127,8,19,1382,1383,2053,19.0,12,16,0,1,0,2000k-3000k
1546,1776,0,2.2,0,2,Tidak,20,0.9,82,6,16,1563,1803,2671,15.0,10,12,0,1,1,>3000k
493,1902,0,2.8,1,6,Tidak,50,0.8,124,8,9,1142,1393,343,11.0,8,18,0,1,0,0-<1000k
601,1595,1,0.8,1,0,Ya,44,0.7,85,4,20,1024,1838,3881,14.0,10,9,1,0,1,>3000k
1902,730,0,,0,9,Tidak,9,0.7,122,4,15,1371,1677,2787,10.0,8,7,1,0,1,2000k-3000k
1260,1097,0,1.4,0,0,Tidak,60,0.8,181,1,17,405,519,509,15.0,12,12,1,0,0,0-<1000k
993,686,1,0.5,0,11,Tidak,3,0.3,91,6,15,1109,1392,570,7.0,6,19,0,1,0,0-<1000k
1738,511,0,0.9,1,15,Ya,24,0.6,136,3,18,367,1264,2378,18.0,3,4,1,0,0,1000k-<2000k
1169,763,1,0.5,0,9,Ya,51,0.3,104,5,12,273,1278,2865,11.0,6,9,1,1,1,2000k-3000k
238,1330,0,0.5,0,0,Tidak,38,1.0,183,7,1,1290,1441,1733,9.0,0,11,1,0,1,1000k-<2000k
97,1665,1,0.5,0,3,Ya,60,0.2,194,6,18,1572,1684,1601,18.0,17,14,1,0,0,2000k-3000k
1760,1936,0,1.3,0,2,Tidak,44,0.1,139,3,3,570,1021,1400,17.0,7,3,0,0,1,1000k-<2000k
1758,581,0,0.6,0,5,Ya,56,0.2,180,2,10,523,565,354,10.0,4,13,1,1,1,0-<1000k
183,959,1,2.6,1,15,Tidak,20,1.0,84,4,19,561,1631,3965,16.0,1,6,1,0,0,>3000k
1771,1230,1,1.6,0,0,Ya,48,0.7,111,7,2,1920,1963,1622,18.0,17,16,1,1,1,2000k-3000k
613,557,1,1.6,0,0,Tidak,24,0.5,125,3,0,1131,1315,1305,,8,3,1,0,1,0-<1000k
1227,1426,1,2.5,0,2,Ya,55,0.4,109,1,7,777,1032,2562,5.0,1,3,1,0,0,2000k-3000k
81,999,0,2.9,1,11,Ya,64,0.2,199,4,19,1397,1616,2593,14.0,11,16,1,1,0,2000k-3000k
484,1579,1,,0,0,Tidak,27,0.2,142,6,18,831,1484,1713,16.0,4,10,1,1,1,1000k-<2000k
397,880,1,1.7,1,0,Tidak,33,0.7,173,2,2,30,1350,1414,,1,7,1,1,0,0-<1000k
1475,1154,0,1.1,1,2,Ya,5,0.2,98,1,13,539,1240,1470,,0,12,1,0,0,1000k-<2000k
1551,1712,1,0.9,1,2,Tidak,23,1.0,155,7,19,155,663,1422,5.0,0,15,1,1,0,1000k-<2000k
1829,1065,0,1.7,1,4,Ya,48,0.3,162,6,8,1188,1948,265,8.0,0,12,1,0,0,0-<1000k
88,668,0,0.5,1,0,Tidak,3,0.1,155,5,13,666,1203,2746,9.0,5,8,1,1,1,2000k-3000k
38,790,0,2.0,1,16,Ya,11,0.3,87,6,17,347,730,3169,6.0,1,2,1,0,1,2000k-3000k
1073,1189,1,2.3,0,13,Tidak,8,0.5,198,3,14,379,932,893,9.0,6,13,1,1,0,0-<1000k
1555,1110,0,0.6,0,1,Tidak,42,0.9,192,5,2,1179,1262,456,,8,18,1,1,0,0-<1000k
571,1627,0,0.9,1,9,Ya,32,0.1,180,6,16,52,1082,3206,,6,16,1,1,0,>3000k
1625,1000,0,2.7,0,1,Ya,58,1.0,135,5,12,461,833,862,7.0,0,20,1,0,0,0-<1000k
1185,1136,0,0.5,0,0,Ya,9,0.9,150,6,2,1307,1767,2110,9.0,5,16,1,0,1,2000k-3000k
934,553,0,0.5,1,2,Ya,23,0.5,119,3,3,993,1517,2981,7.0,3,14,1,0,0,2000k-3000k
261,728,0,2.7,1,0,Tidak,25,0.2,88,4,1,526,1529,2039,5.0,1,12,1,1,1,1000k-<2000k
1662,1751,0,2.5,0,1,Tidak,4,0.6,146,8,9,1499,1952,1155,19.0,14,12,0,1,1,1000k-<2000k
1986,1139,1,0.9,1,6,Ya,58,0.5,161,2,11,742,999,1850,9.0,4,8,1,0,0,1000k-<2000k
356,1828,1,2.1,1,0,Tidak,17,0.9,199,1,1,336,898,2280,17.0,14,4,0,0,0,2000k-3000k
608,1975,1,,0,6,Ya,16,0.9,128,8,11,80,655,2998,5.0,4,13,1,1,0,2000k-3000k
1608,1129,1,0.8,1,9,Ya,21,0.6,116,2,10,1128,1702,1400,11.0,0,13,1,1,0,1000k-<2000k
239,1799,1,0.5,0,0,Tidak,49,0.4,107,4,2,632,1383,720,,2,11,1,1,1,0-<1000k
1151,696,1,2.4,0,11,Ya,35,0.2,103,3,13,533,797,2022,14.0,11,4,1,0,1,1000k-<2000k
1425,1600,0,2.5,1,1,Tidak,19,0.6,88,6,9,831,1713,1179,10.0,3,18,0,0,1,1000k-<2000k
119,1778,0,0.5,0,0,Tidak,15,0.5,102,3,0,1445,1954,1214,5.0,0,14,1,0,0,1000k-<2000k
1286,584,1,1.8,0,0,Ya,19,0.3,168,3,0,1123,1622,465,,8,4,1,1,0,0-<1000k
1137,921,0,0.6,1,1,Tidak,60,0.1,83,2,3,1211,1229,1080,10.0,0,6,0,0,1,0-<1000k
751,1331,1,1.6,0,0,Tidak,16,0.5,165,2,7,1109,1226,1026,13.0,5,20,1,0,1,1000k-<2000k
1226,603,1,2.5,1,3,Tidak,35,0.7,126,3,16,692,1057,3703,13.0,1,9,0,0,1,>3000k
374,1334,1,2.4,0,5,Ya,42,0.6,115,5,14,1187,1974,2542,10.0,1,8,1,0,0,>3000k
1836,1715,0,1.3,0,0,Ya,12,0.3,94,8,6,1224,1676,1633,15.0,10,5,1,1,1,2000k-3000k
1583,964,0,2.0,0,0,Ya,22,0.7,86,8,0,225,1234,2577,17.0,16,5,1,1,0,2000k-3000k
1097,1375,0,0.5,1,2,Ya,35,0.1,194,2,3,227,772,1947,15.0,13,15,1,1,1,1000k-<2000k
729,1135,1,2.8,1,9,Tidak,43,0.4,158,1,11,690,1589,3204,18.0,13,6,1,0,0,>3000k
410,1029,1,1.9,1,5,Ya,5,0.2,171,5,8,264,956,582,15.0,7,4,1,1,1,0-<1000k
1302,1928,0,2.6,0,5,Tidak,5,0.8,162,5,16,229,1004,696,14.0,12,15,1,1,1,0-<1000k
1089,605,0,,0,9,Ya,18,0.9,162,2,14,329,656,2301,15.0,9,8,1,0,0,1000k-<2000k
1672,1379,1,,0,6,Ya,9,0.8,118,8,13,98,755,1693,11.0,4,18,1,0,1,1000k-<2000k
867,1498,1,0.7,0,3,Ya,8,0.1,170,7,4,347,1076,3358,7.0,3,19,1,0,0,>3000k
1753,995,0,1.3,1,1,Tidak,10,0.1,104,4,3,258,1889,609,11.0,3,5,1,0,1,0-<1000k
382,1809,1,1.7,0,3,Ya,59,0.1,174,3,4,639,721,2324,10.0,6,16,1,0,1,2000k-3000k
1623,1862,0,,0,1,Tidak,62,1.0,182,1,2,386,1046,1017,11.0,3,9,1,0,0,1000k-<2000k
541,793,0,1.2,1,1,Ya,38,0.6,176,4,7,1226,1815,3139,6.0,1,12,1,1,1,>3000k
1261,1562,0,0.5,1,1,Ya,20,0.8,172,8,10,678,1676,3465,16.0,11,6,1,1,0,>3000k
1554,1957,0,1.2,1,16,Ya,36,0.8,151,2,19,1194,1727,1115,16.0,2,18,1,0,1,1000k-<2000k
1806,628,1,1.8,0,5,Tidak,60,0.2,87,6,6,1047,1534,1337,,7,14,0,1,0,1000k-<2000k
188,1905,1,0.5,0,3,Ya,6,0.5,151,1,5,849,898,1545,9.0,5,10,1,1,0,1000k-<2000k
681,1694,1,0.6,0,0,Ya,34,0.3,102,7,7,377,549,2298,17.0,5,2,1,1,0,2000k-3000k
1154,987,0,2.0,1,1,Tidak,20,0.8,192,7,3,412,565,1454,11.0,3,8,1,1,0,0-<1000k
316,1648,0,0.7,0,6,Ya,64,0.8,170,4,9,1153,1876,610,8.0,1,6,1,1,0,1000k-<2000k
1850,1944,0,0.6,1,9,Ya,59,0.2,132,7,10,634,1079,769,19.0,13,3,1,0,1,0-<1000k
1320,1538,1,2.3,0,6,Ya,13,0.2,121,7,7,567,986,1494,18.0,10,12,1,1,1,1000k-<2000k
874,1332,0,0.8,1,2,Tidak,11,0.5,187,2,4,758,1165,1285,5.0,0,9,1,1,0,1000k-<2000k
660,568,0,2.0,0,1,Tidak,36,0.3,179,3,4,181,1703,950,17.0,9,9,1,0,0,0-<1000k
531,532,1,0.8,1,3,Tidak,8,0.1,193,5,10,1213,1354,728,13.0,5,8,1,1,0,0-<1000k
255,973,1,,0,5,Ya,57,0.2,190,7,16,457,1816,2977,6.0,4,2,1,0,0,2000k-3000k
1054,1793,0,0.7,1,11,Tidak,27,0.4,154,5,13,586,722,1370,16.0,3,19,1,0,1,1000k-<2000k
662,1695,0,0.5,1,6,Ya,46,0.7,200,3,9,1791,1898,446,16.0,13,15,1,1,1,1000k-<2000k
1587,1093,0,0.5,0,1,Ya,31,0.6,171,2,12,1310,1420,1646,,0,6,1,1,0,1000k-<2000k
230,1488,0,0.5,0,1,Tidak,39,0.8,112,5,6,1528,1647,3054,14.0,10,19,0,0,0,>3000k
901,783,1,1.7,1,9,Ya,27,0.3,150,6,11,458,1263,1185,15.0,4,6,1,1,1,0-<1000k
1656,1150,1,0.5,1,4,Ya,27,1.0,134,1,17,234,1947,1610,11.0,0,16,1,0,0,1000k-<2000k
1339,1988,1,0.5,0,0,Ya,16,0.1,94,8,1,153,696,3144,16.0,2,14,1,0,0,>3000k
380,1874,1,2.7,1,10,Tidak,8,0.9,166,7,13,964,1233,1246,8.0,1,2,0,0,1,1000k-<2000k
864,1296,0,1.4,1,3,Tidak,11,0.2,129,7,4,1222,1382,2552,19.0,8,10,1,1,1,2000k-3000k
787,1848,1,1.4,1,2,Ya,42,0.7,179,2,10,154,605,3902,11.0,9,3,1,0,1,>3000k
101,1732,1,1.1,0,4,Ya,12,0.8,119,8,9,824,881,1308,16.0,7,11,1,0,1,1000k-<2000k
1545,1660,0,0.5,0,2,Ya,15,0.7,100,8,8,440,569,2424,,5,9,1,1,0,2000k-3000k
1566,1317,0,,0,6,Tidak,12,0.1,154,2,9,431,542,425,7.0,0,11,1,1,1,0-<1000k
1248,1935,0,0.5,0,0,Ya,29,0.6,124,5,9,806,860,455,9.0,2,6,1,0,1,0-<1000k
1660,1559,1,1.3,1,10,Ya,10,0.3,114,8,17,117,681,2203,7.0,5,15,1,1,1,1000k-<2000k
1360,882,0,0.7,1,9,Ya,28,0.2,151,6,16,248,884,751,19.0,11,8,1,0,1,0-<1000k
877,1444,0,0.6,0,2,Tidak,48,0.5,82,5,17,1092,1554,2540,17.0,2,15,1,1,1,>3000k
1264,676,0,2.2,0,1,Ya,39,0.2,84,1,5,864,1011,2064,13.0,7,6,1,0,0,1000k-<2000k
1942,1279,1,2.5,0,5,Ya,7,0.5,105,6,6,560,1633,1150,7.0,2,7,1,0,0,1000k-<2000k
566,1170,1,1.2,0,4,Tidak,30,0.4,83,8,15,27,1722,1073,6.0,4,8,1,1,0,0-<1000k
1691,1603,1,0.5,1,1,Ya,17,0.5,114,2,8,430,1207,1637,17.0,3,11,1,0,1,1000k-<2000k
1481,1834,0,2.1,0,7,Ya,40,0.1,99,4,11,0,1987,3692,13.0,0,16,1,1,0,>3000k
798,1800,1,0.7,0,2,Ya,8,0.4,100,7,6,400,823,3481,10.0,8,8,1,0,1,>3000k
523,1413,0,0.5,1,5,Tidak,51,0.3,117,5,11,187,517,3383,16.0,5,2,0,0,0,>3000k
626,1620,1,2.2,1,0,Ya,30,0.2,185,3,3,832,1033,606,6.0,0,18,1,0,0,0-<1000k
495,1066,0,1.6,0,5,Tidak,39,0.6,131,5,17,401,1586,2728,6.0,0,17,1,1,1,2000k-3000k
158,1356,0,2.8,0,0,Tidak,29,0.5,198,6,0,1612,1983,3702,17.0,0,19,0,0,0,>3000k
790,911,1,2.9,0,0,Tidak,46,0.1,181,5,1,461,670,363,9.0,5,17,0,1,0,0-<1000k
1663,1416,1,1.8,1,0,Tidak,20,0.1,93,4,0,1175,1578,3872,10.0,2,7,0,0,1,>3000k
1513,1343,0,2.4,1,5,Ya,14,0.9,81,8,10,1063,1205,462,18.0,7,11,1,1,1,0-<1000k
366,508,0,1.6,1,0,Tidak,9,0.4,162,6,2,1419,1920,2616,18.0,8,10,1,1,1,2000k-3000k
228,1578,0,1.9,1,2,Ya,37,0.1,138,4,19,411,1226,2458,19.0,16,3,1,0,1,2000k-3000k
912,626,0,0.7,1,2,Ya,23,0.5,187,2,9,90,1334,3458,7.0,5,11,1,0,1,2000k-3000k
417,651,1,0.8,1,2,Ya,63,0.2,176,5,4,548,858,2244,14.0,9,19,1,1,0,1000k-<2000k
742,1822,0,1.2,0,0,Tidak,8,0.2,195,6,0,172,910,2577,9.0,5,8,1,1,0,2000k-3000k
79,1103,0,1.0,1,6,Tidak,29,0.7,111,6,8,990,1486,1837,8.0,7,16,0,1,1,1000k-<2000k
492,857,1,2.0,1,3,Tidak,17,0.2,195,7,9,157,948,3100,17.0,5,13,1,1,0,2000k-3000k
1884,1369,1,1.7,1,3,Tidak,28,0.6,108,1,18,1451,1469,3206,16.0,15,4,0,0,0,>3000k
1779,1807,1,2.9,0,0,Tidak,16,0.2,125,3,0,1221,1415,2921,8.0,5,17,0,1,0,>3000k
824,1722,1,1.0,0,7,Tidak,25,0.8,88,6,19,1179,1638,2376,5.0,1,19,0,0,1,>3000k
1375,1604,1,1.9,1,0,Ya,63,0.6,93,5,2,641,1156,1464,15.0,9,20,1,1,0,1000k-<2000k
1268,1824,1,0.8,0,4,Ya,19,0.9,143,2,5,1055,1738,2381,14.0,1,5,1,0,0,2000k-3000k
1673,1504,0,1.9,1,7,Ya,25,0.3,152,4,9,395,1853,1788,13.0,11,13,1,0,1,1000k-<2000k
1908,689,0,1.4,0,2,Tidak,45,0.5,103,5,11,256,823,3585,10.0,1,10,1,0,0,>3000k
1396,539,0,,0,6,Ya,26,0.2,137,6,8,1123,1709,3948,18.0,11,15,1,1,1,>3000k
1024,950,1,0.5,0,9,Tidak,55,0.1,156,5,10,774,843,1095,14.0,12,13,0,1,0,0-<1000k
413,1178,1,1.3,0,0,Tidak,49,0.6,101,5,0,579,596,2511,6.0,3,17,0,0,0,2000k-3000k
592,1263,0,0.5,0,12,Tidak,64,0.3,175,5,18,178,1883,1183,14.0,3,17,0,0,1,1000k-<2000k
1291,1278,1,1.2,0,10,Ya,60,0.6,172,7,14,1244,1504,3142,11.0,4,19,1,0,1,>3000k
1643,1713,1,2.0,0,9,Ya,5,0.7,199,6,16,108,1963,1513,15.0,6,2,1,0,1,1000k-<2000k
1568,729,1,2.0,0,0,Tidak,14,0.6,135,6,2,563,1055,3397,19.0,15,17,1,0,1,2000k-3000k
127,1564,0,2.3,0,4,Ya,25,0.5,189,6,17,1259,1965,1496,6.0,4,7,1,1,1,1000k-<2000k
1444,1237,1,2.5,0,7,Tidak,13,0.8,98,4,12,18,1004,2528,11.0,8,16,0,0,0,2000k-3000k
1500,1225,0,0.7,1,6,Tidak,60,0.1,107,2,15,10,1567,2423,17.0,11,6,1,0,0,2000k-3000k
1296,1644,0,2.8,0,0,Ya,44,1.0,137,8,0,358,791,2360,7.0,4,19,1,0,0,2000k-3000k
403,1476,1,1.2,1,0,Ya,55,0.1,171,4,5,1641,1666,1529,13.0,8,3,1,0,1,2000k-3000k
150,843,1,0.5,0,1,Ya,56,0.1,147,5,17,140,800,2341,10.0,1,20,1,1,1,1000k-<2000k
346,576,1,2.8,0,2,Ya,10,0.2,184,5,7,513,1438,2938,6.0,0,5,1,1,1,2000k-3000k
1321,1965,1,0.5,0,4,Ya,29,0.5,149,5,13,584,676,2973,11.0,1,20,1,1,1,>3000k
394,1945,0,1.6,1,0,Ya,57,0.3,195,4,1,743,1753,732,14.0,1,14,1,1,0,1000k-<2000k
62,1156,1,1.2,1,0,Ya,50,0.8,159,2,0,322,547,470,7.0,0,15,1,1,0,0-<1000k
1282,609,1,0.5,0,4,Ya,10,0.1,81,6,6,113,1524,1905,16.0,3,18,1,1,1,1000k-<2000k
208,664,1,1.1,1,1,Ya,51,0.1,110,7,4,701,1478,3629,19.0,15,6,1,1,1,>3000k
496,1554,1,0.5,1,11,Tidak,5,1.0,124,3,12,395,1579,3635,7.0,4,18,0,0,0,>3000k
352,1604,1,1.7,0,2,Tidak,33,1.0,191,8,5,134,939,916,13.0,10,12,0,1,1,0-<1000k
95,1137,1,1.0,0,16,Tidak,7,1.0,196,3,19,942,1179,3616,13.0,5,12,1,1,1,>3000k
1061,1522,1,0.7,1,4,Tidak,28,0.2,124,1,5,952,1191,1368,14.0,5,17,1,0,1,1000k-<2000k
959,1569,0,0.5,1,3,Tidak,33,0.2,147,1,13,519,930,3538,18.0,1,15,1,0,1,>3000k
143,786,0,2.2,1,0,Tidak,33,0.5,141,7,6,507,1697,2390,,11,5,1,0,1,2000k-3000k
1182,709,0,1.9,0,11,Ya,13,0.1,81,8,15,570,1422,467,17.0,11,5,1,1,1,0-<1000k
1726,990,1,2.7,1,3,Tidak,15,0.9,153,2,7,1466,1717,2698,11.0,8,6,1,0,0,2000k-3000k
